title,url,category,technologies,english,experience
"Middle/Senior Python Developer
          

          

          
  
    
      $3000-6000",https://djinni.co/jobs/487936-middle-senior-python-developer/,Python,['FastAPI'],Beginner/Elementary,2
"Middle Python Software Engineer
          

          

          
  
      до $3500",https://djinni.co/jobs/487925-middle-python-software-engineer/,Python,,,2
"Senior Python Developer (USA project)
          

          

          
  
    
      $5000-6000",https://djinni.co/jobs/487922-senior-python-developer-usa-project-/,Python,,Upper-Intermediate,5
"Tableau Developer (banking)
          

          

          
  
      до $3000",https://djinni.co/jobs/487917-tableau-developer-banking-/,Python,['tableau'],Intermediate,3
Backend Developer (Python/Flask),https://djinni.co/jobs/487910-backend-developer-python-flask-/,Python,"['Python', 'Flask']",Upper-Intermediate,3
Python Developer,https://djinni.co/jobs/475313-python-developer/,Python,"['Python', 'Software Engineer', 'Computer Science', 'Jenkins', 'AWS', 'DevOps']",Upper-Intermediate,3
"Python developer (Data Science and Algorithms)
          

          

          
  
    
      $1000-2500",https://djinni.co/jobs/258901-python-developer-data-science-and-algorithms-/,Python,"['Data Science and Algorithms', 'Linux', 'Unix (shell)']",Intermediate,1
Senior Backend Engineer (Python) (Hot vacancy),https://djinni.co/jobs/474177-senior-backend-engineer-python-hot-vacancy-/,Python,"['Java', 'Google Go', 'C++', 'Python']",Upper-Intermediate,5
"Python Developer with JavaScript Experience, Cloud Service Business Solutions",https://djinni.co/jobs/487877-python-developer-with-javascript-experience-c/,Python,"['Python', 'electon.js', 'JavaScript']",Upper-Intermediate,3
Старший ML інженер / Senior ML Engineer,https://djinni.co/jobs/422573-starshii-ml-inzhener-senior-ml-engineer/,Python,"['Python', 'Data Science', 'Machine Learning']",Intermediate,3
Middle/Senior Full-Stack Engineer (Python/Angular),https://djinni.co/jobs/470428-middle-senior-full-stack-engineer-python-angu/,Python,['Python Angular'],Intermediate,3
Middle+ / Senior Python Developer,https://djinni.co/jobs/114521-middle-senior-python-developer/,Python,"['Django', 'Flask']",Intermediate,3
Python / Laravel / PHP Developer,https://djinni.co/jobs/474638-python-laravel-php-developer/,Python,"['Laravel', 'Python', 'PHP', 'databases']",,2
Python Developer (Middle),https://djinni.co/jobs/365969-python-developer-middle-/,Python,,,2
Python Developer (Senior/Team Lead),https://djinni.co/jobs/369096-python-developer-senior-team-lead-/,Python,,Upper-Intermediate,5
"Python programmer (OOP, Web scraping)
          

          

          
  
    
      $1000-2000",https://djinni.co/jobs/186834-python-programmer-oop-web-scraping-/,Python,"['Linux (Debian)', 'JSON и XML', 'REST і SOAP', 'MS Azure', 'Google Cloud', 'Docker', 'Python']",Intermediate,1
Python Developer  (DCOS),https://djinni.co/jobs/435426-python-developer-dcos-/,Python,"['Python', 'API', 'Agile', 'Fluent English']",Intermediate,2
"Full Stack Engineer (Python/React)
          

          

          
  
      до $7000",https://djinni.co/jobs/487316-full-stack-engineer-python-react-/,Python,"['Python', 'GCP', 'Google Cloud Platform', 'BigQuery', 'MongoDB', 'React', 'Linux']",Upper-Intermediate,3
Middle+ Python Developer,https://djinni.co/jobs/400938-middle-python-developer/,Python,,Intermediate,5
Software Developer(Python) for Lean-AI,https://djinni.co/jobs/487266-software-developer-python-for-lean-ai/,Python,"['OpenCV', 'Python', 'C', 'C++']",Upper-Intermediate,5
Python Developer,https://djinni.co/jobs/487255-python-developer/,Python,"['CI', 'CD', 'Python', 'Machine Learning', 'AWS', 'Git', 'Docker', 'Linux']",Intermediate,2
"Python engineer
          

          

          
  
    
      $3000-4500",https://djinni.co/jobs/473775-python-engineer/,Python,,Intermediate,5
Senior Python Developer,https://djinni.co/jobs/487222-senior-python-developer/,Python,"['Unit', 'Integrational', 'API Tests', 'SQL Databases', 'AWS CloudFormation', 'Google Cloud', 'Azure Cloud']",Intermediate,5
Python Developer,https://djinni.co/jobs/487213-python-developer/,Python,"['Python', 'C', 'C++']",Intermediate,3
FullStack Python Developer,https://djinni.co/jobs/470715-fullstack-python-developer/,Python,"['Python', 'GraphQL', 'NoSQL', 'Git', 'GitLab', 'React', 'Vue.js']",Intermediate,3
Middle Python Developer,https://djinni.co/jobs/474770-middle-python-developer/,Python,,Upper-Intermediate,2
Strong Middle / Senior Python Developer / Старший Python розробник (ENESTECH Software),https://djinni.co/jobs/487141-strong-middle-senior-python-developer-starshi/,Python,"['Python', 'Postgre SQL', 'Django Rest Framework', 'Django', 'REST API', 'Backend development']",Intermediate,5
Middle/Senior Python Engineer,https://djinni.co/jobs/487136-middle-senior-python-engineer/,Python,,Upper-Intermediate,3
Full-stack React + Python Developer,https://djinni.co/jobs/487099-full-stack-react-python-developer/,Python,"['fullstack', 'JavaScript FullStack', 'Python', 'React']",Upper-Intermediate,2
"Python developer (системний розробник під Linux)
          

          

          
  
    
      $1000-1500",https://djinni.co/jobs/487065-python-developer-sistemnii-rozrobnik-pid-linu/,Python,,,2
"Senior Python Developer
          

          

          
  
      від $4000",https://djinni.co/jobs/430729-senior-python-developer/,Python,"['Python', 'Docker', 'Django', 'PostgreSQL', 'GitHub', 'RESTful Services and APIs']",Upper-Intermediate,2
"Middle Python Developer
          

          

          
  
      до $3800",https://djinni.co/jobs/485021-middle-python-developer/,Python,"['Django', 'API Integration', 'PostgreSQL', 'Juju', 'Ansible', 'Ubuntu']",Intermediate,3
"Wand AI - Head of Engineering
          

          

          
  
    
      $8500-10500",https://djinni.co/jobs/484985-wand-ai-head-of-engineering/,Python,['Python'],Upper-Intermediate,5
Mathematician,https://djinni.co/jobs/396471-mathematician/,Python,"['igaming', 'gambling']",Upper-Intermediate,2
"Cyrebro - Python Engineer (Georgia)
          

          

          
  
    
      $3500-4500",https://djinni.co/jobs/484979-cyrebro-python-engineer-georgia-/,Python,"['Python', 'AWS', 'Microservices']",Intermediate,3
"Cyrebro - Python Engineer (Ukraine)
          

          

          
  
    
      $3500-4500",https://djinni.co/jobs/484976-cyrebro-python-engineer-ukraine-/,Python,"['Python', 'AWS', 'Microservices']",Intermediate,3
Middle IoT Engineer (Python),https://djinni.co/jobs/484924-middle-iot-engineer-python-/,Python,"['Python', 'IoT']",Intermediate,2
"CyVers - Senior Python Engineer
          

          

          
  
    
      $5000-6000",https://djinni.co/jobs/484913-cyvers-senior-python-engineer/,Python,"['Python', 'AWS', 'Blockchain']",Intermediate,5
QA Engineer,https://djinni.co/jobs/407371-qa-engineer/,Python,,Intermediate,2
Python Back-End Engineer for AI-powered startup,https://djinni.co/jobs/484883-python-back-end-engineer-for-ai-powered-start/,Python,"['back-end', 'Python', 'Django', 'Cloud']",Upper-Intermediate,3
Middle/Senior Python(Django)Developer,https://djinni.co/jobs/169203-middle-senior-python-django-developer/,Python,"['Python', 'Django']",Intermediate,2
Python Developer (Turkey),https://djinni.co/jobs/484858-python-developer-turkey-/,Python,"['Python', 'API', 'Agile', 'Fluent English']",Upper-Intermediate,2
Middle Python Software Engineer (Prom.ua),https://djinni.co/jobs/471821-middle-python-software-engineer-prom-ua-/,Python,"['PostgreSQL', 'Kubernetes', 'Prometheus', 'Grafana', 'Kafka', 'ClickHouse']",,2
Python Developer,https://djinni.co/jobs/484787-python-developer/,Python,"['Python', 'AWS', 'AWS Lambda', 'Terraform']",Upper-Intermediate,2
Software Engineer_Relocation at the company's expense,https://djinni.co/jobs/484769-software-engineer_relocation-at-the-company-s/,Python,"['Python', 'Unix', 'Linux', 'TDD', 'C++', 'Data Structures', 'algorithms']",Upper-Intermediate,5
Tech Lead Python Developer in test (Malevich Team),https://djinni.co/jobs/458023-tech-lead-python-developer-in-test-malevich-t/,Python,"['Python', 'asyncio', 'Pytest', 'Linux', 'AWS', 'OOP']",,5
Middle/Senior Python Developer,https://djinni.co/jobs/470228-middle-senior-python-developer/,Python,"['Python', 'Flask', 'Celery', 'ETL']",Upper-Intermediate,1
Python Developer,https://djinni.co/jobs/482562-python-developer/,Python,"['Python', 'Django', 'API', 'FastAPI', 'MS SQL', 'NoSQL', 'API REST']",Upper-Intermediate,3
Python Developer,https://djinni.co/jobs/482554-python-developer/,Python,"['Django', 'Python']",Upper-Intermediate,3
"Python back-end developer (product)
          

          

          
  
    
      $4000-6500",https://djinni.co/jobs/469579-python-back-end-developer-product-/,Python,"['Python', 'API', 'back-end', 'Microservices', 'Cloud', 'AWS', 'Docker']",Pre-Intermediate,3
"Python full-stack engineer Middle/Senior
          

          

          
  
      до $4500",https://djinni.co/jobs/377433-python-full-stack-engineer-middle-senior/,Python,"['Django', 'Python', 'React JS', 'HTML', 'JavaScript', 'CSS']",Intermediate,3
Middle/Senior Backend Python Developer,https://djinni.co/jobs/482494-middle-senior-backend-python-developer/,Python,['Django'],Advanced/Fluent,3
Principal/Lead Python Engineer with AWS,https://djinni.co/jobs/434585-principal-lead-python-engineer-with-aws/,Python,"['Python', 'AWS', 'AWS Lambda']",Upper-Intermediate,5
"Senior Python Engineer, SaaS Foundation",https://djinni.co/jobs/482411-senior-python-engineer-saas-foundation/,Python,['Python'],Upper-Intermediate,5
Senior Python Developer (EDT Time zone),https://djinni.co/jobs/468070-senior-python-developer-edt-time-zone-/,Python,,Upper-Intermediate,3
Senior Python Engineer,https://djinni.co/jobs/348233-senior-python-engineer/,Python,"['Python', 'Python3']",Upper-Intermediate,5
"Software engineer (Python, AWS)",https://djinni.co/jobs/457219-software-engineer-python-aws-/,Python,"['FastAPI', 'Terraform', 'AWS', 'Python', 'Linux', 'Docker']",Upper-Intermediate,3
Python Developer для Академії ІТ освіти,https://djinni.co/jobs/481908-python-developer-dlia-akademiyi-it-osviti/,Python,,Intermediate,1
"Python Developer (Relocation to Holland)
          

          

          
  
    
      $4000-5000",https://djinni.co/jobs/390296-python-developer-relocation-to-holland-/,Python,"['Python', 'Python3', 'Django']",Upper-Intermediate,5
Python Engineer,https://djinni.co/jobs/423193-python-engineer/,Python,"['DevOps', 'automation', 'Python', 'middle', 'senior', 'automotive']",Intermediate,2
Middle Python Developer,https://djinni.co/jobs/486184-middle-python-developer/,Python,,,2
"Senior QA Automation with Python, (Embedded) Ukraine",https://djinni.co/jobs/486155-senior-qa-automation-with-python-embedded-ukr/,Python,['QA Automation'],Intermediate,3
Middle Python Developer with strong SQL and Spark,https://djinni.co/jobs/486139-middle-python-developer-with-strong-sql-and-s/,Python,"['Knowledge of SQL', 'Spark']",Upper-Intermediate,2
Middle Full Stack Engineer,https://djinni.co/jobs/447050-middle-full-stack-engineer/,Python,"['Python', 'HTML', 'CSS', 'JavaScript', 'TypeScript', 'Node.js', 'Vue.js', 'React']",Intermediate,2
Senior Python Engineer,https://djinni.co/jobs/486104-senior-python-engineer/,Python,['Python'],Advanced/Fluent,3
Senior Python Developer,https://djinni.co/jobs/486085-senior-python-developer/,Python,"['JS\\TS  Go', '(PostgreSQL', 'Redis', 'MemCached', 'docker-compose', 'RabbitMQ', 'Python Async']",Intermediate,3
Senior Python Engineer,https://djinni.co/jobs/469092-senior-python-engineer/,Python,"['Python', 'AWS', 'Microservices']",Intermediate,3
Lead Python Software Engineer,https://djinni.co/jobs/470953-lead-python-software-engineer/,Python,"['Python', 'AWS']",Intermediate,5
Full-Stack Technical Lead,https://djinni.co/jobs/486032-full-stack-technical-lead/,Python,"['Python', 'Azure', 'JavaScript', 'React.js', 'data management', 'Technical Leadership']",Upper-Intermediate,5
Senior Python Developer,https://djinni.co/jobs/486022-senior-python-developer/,Python,"['Python', 'AWS']",Intermediate,3
Senіоr Sоftwаre Engіneer (Python),https://djinni.co/jobs/485986-senior-software-engineer-python-/,Python,"['Python', '-\tC#']",Upper-Intermediate,5
Python engineer,https://djinni.co/jobs/485980-python-engineer/,Python,['Python'],Intermediate,3
Middle Back End Engineer / CyVers,https://djinni.co/jobs/485368-middle-back-end-engineer-cyvers/,Python,"['Python', 'AWS', 'NoSQL', 'Blockchain']",Upper-Intermediate,3
"Python Engineer
          

          

          
  
    
      $1000-3000",https://djinni.co/jobs/470177-python-engineer/,Python,,Intermediate,1
Middle Python developer,https://djinni.co/jobs/485787-middle-python-developer/,Python,['Python'],Pre-Intermediate,1
Middle/Senior Python Developer,https://djinni.co/jobs/459374-middle-senior-python-developer/,Python,"['Python', 'Django', 'AWS', 'GCP']",Upper-Intermediate,3
Sr Python Engineer,https://djinni.co/jobs/479193-sr-python-engineer/,Python,"['Python', 'PostgreSQL', 'Knowledge of SQL', 'highload']",Pre-Intermediate,5
Python Developer,https://djinni.co/jobs/479084-python-developer/,Python,['Python'],Intermediate,2
Python Developer,https://djinni.co/jobs/462866-python-developer/,Python,"['Python', 'Docker']",Intermediate,3
Python / Java Developer,https://djinni.co/jobs/478999-python-java-developer/,Python,"['Java', 'Python']",Upper-Intermediate,3
Blockchain Developer,https://djinni.co/jobs/448583-blockchain-developer/,Python,"['Algorand', 'Blockchain', 'tokens']",Intermediate,2
Backend Engineer to the Data Import team,https://djinni.co/jobs/465153-backend-engineer-to-the-data-import-team/,Python,"['Python', 'Django', 'Celery', 'PostgreSQL', 'ETL']",,3
"NLP Algorithms Developer
          

          

          
  
    
      $2500-3000",https://djinni.co/jobs/478940-nlp-algorithms-developer/,Python,"['NLP', 'Python']",Upper-Intermediate,3
Senior Python Developer,https://djinni.co/jobs/438707-senior-python-developer/,Python,,Upper-Intermediate,5
"Python Engineer
          

          

          
  
    
      $2500-5500",https://djinni.co/jobs/478861-python-engineer/,Python,"['Python', 'Django', 'GCP', 'AWS', 'Kubernetes', 'Docker', 'CI', 'CD', 'Postgre SQL']",Intermediate,5
"Python, Global Music Company",https://djinni.co/jobs/478871-python-global-music-company/,Python,,Intermediate,3
Senior Python Developer,https://djinni.co/jobs/433786-senior-python-developer/,Python,,Intermediate,5
Python Developer,https://djinni.co/jobs/478845-python-developer/,Python,,Intermediate,3
"Senior Automation QA Engineer (Python)
          

          

          
  
    
      $3000-4500",https://djinni.co/jobs/465336-senior-automation-qa-engineer-python-/,Python,"['QA', 'automation', 'Python']",Upper-Intermediate,3
Data Engineer/Scientist for Python/Spark,https://djinni.co/jobs/479871-data-engineer-scientist-for-python-spark/,Python,,Upper-Intermediate,5
Middle Python Engineer,https://djinni.co/jobs/479852-middle-python-engineer/,Python,,Intermediate,2
Senior Python Software Engineer,https://djinni.co/jobs/479811-senior-python-software-engineer/,Python,['Python'],Upper-Intermediate,5
"Python (Django) developer
          

          

          
  
    
      $500-2000",https://djinni.co/jobs/436406-python-django-developer/,Python,"['Python', 'Django', 'API REST']",Intermediate,2
"Python Engineer
          

          

          
  
    
      $1000-3000",https://djinni.co/jobs/37050-python-engineer/,Python,"['Python', 'Django', 'PostgreSQL', 'React.js.']",Intermediate,2
"Python Developer with JavaScript Experience, Cloud Service Business Solutions",https://djinni.co/jobs/479746-python-developer-with-javascript-experience-c/,Python,"['Python', 'JavaScript']",Intermediate,3
"Python Developer with GCP Experience, Cloud Service Business Solutions",https://djinni.co/jobs/479745-python-developer-with-gcp-experience-cloud-se/,Python,"['GCP', 'Python', 'AppEngine']",Intermediate,3
Middle Python Engineer,https://djinni.co/jobs/479707-middle-python-engineer/,Python,"['Python', 'EDR', 'SIEM', 'GCP']",Upper-Intermediate,3
"Middle Python Developer
          

          

          
  
    
      $1800-2500",https://djinni.co/jobs/479704-middle-python-developer/,Python,"['Django', 'Python', 'Flask']",Upper-Intermediate,2
Python Tech Lead,https://djinni.co/jobs/479686-python-tech-lead/,Python,"['Django', 'Flask', 'Knowledge of SQL']",Upper-Intermediate,5
Middle/Senior Python Back End Developer,https://djinni.co/jobs/465086-middle-senior-python-back-end-developer/,Python,,Intermediate,3
Backend Developer (Middle),https://djinni.co/jobs/447765-backend-developer-middle-/,Python,,Intermediate,3
Perl Developer,https://djinni.co/jobs/479639-perl-developer/,Python,"['Perl', 'MySQL', 'SVN', 'Python']",Upper-Intermediate,3
Strong Junior/ Middle Python Software Engineer (Prom.ua),https://djinni.co/jobs/450949-strong-junior-middle-python-software-engineer/,Python,"['SQLAlchemy', 'k8s', 'MS SQL', 'PostgreSQL', 'Kafka', 'REST', 'Elasctisearch']",,1
Lead Python Engineer,https://djinni.co/jobs/479593-lead-python-engineer/,Python,"['Python', 'Django', 'Flask', 'Aiohttp', 'FastApi']",Intermediate,5
Middle Python (Django) Engineer (Recommender),https://djinni.co/jobs/483351-middle-python-django-engineer-recommender-/,Python,,,3
Python Software Engineer (Hiring Tool),https://djinni.co/jobs/483268-python-software-engineer-hiring-tool-/,Python,,,2
Python Tech Lead (Bots Platform),https://djinni.co/jobs/483234-python-tech-lead-bots-platform-/,Python,,,5
Python Developer,https://djinni.co/jobs/483220-python-developer/,Python,"['Python', 'Django', 'Flask', 'AWS', 'Azure', 'Google Cloud Platform']",Upper-Intermediate,3
Senior Technical Animator,https://djinni.co/jobs/483174-senior-technical-animator/,Python,['Python'],Pre-Intermediate,3
Backend Developer (Python),https://djinni.co/jobs/483172-backend-developer-python-/,Python,"['Python', 'MySQL', 'Postgre SQL', 'Linux', 'Flask']",Upper-Intermediate,3
Python Developer,https://djinni.co/jobs/446587-python-developer/,Python,,Intermediate,3
"Tableau Developer  (banking)
          

          

          
  
      до $3000",https://djinni.co/jobs/483050-tableau-developer-banking-/,Python,"['Tableau', 'Python']",Intermediate,3
Senior Python Engineer,https://djinni.co/jobs/483009-senior-python-engineer/,Python,,Upper-Intermediate,3
Python Engineer,https://djinni.co/jobs/368680-python-engineer/,Python,"['Python', 'Django']",,3
Middle/Senior Python Developer,https://djinni.co/jobs/482752-middle-senior-python-developer/,Python,"['Python', 'AWS', 'Postgre SQL', 'Django']",Upper-Intermediate,3
"Python developer with data science skills
          

          

          
  
    
      $3000-5000",https://djinni.co/jobs/482729-python-developer-with-data-science-skills/,Python,"['Data Science', 'Python', 'numpy', 'Pandas', 'Git', 'GitHub', 'GitHub actions']",Upper-Intermediate,3
Full-stack Python/React.js Developer,https://djinni.co/jobs/482700-full-stack-python-react-js-developer/,Python,"['Python', 'JavaScript', 'React']",Upper-Intermediate,3
Regular Python Engineer,https://djinni.co/jobs/482682-regular-python-engineer/,Python,,Upper-Intermediate,3
Middle Python Developer,https://djinni.co/jobs/432405-middle-python-developer/,Python,,,2
